sol.name	symbol	entrez	transcript
PEX5_1_11100	PEX5	5830	NM_000319.4;NM_001131023.1;NM_001131024.1;NM_001131025.1;NM_001131026.1
PFAS_1_11100	PFAS	5198	NM_012393.2
PFDN1_1_11100	PFDN1	5201	NM_002622.4
PFDN1_2_00011	PFDN1	5201	NM_002622.4
PFKFB3_1_1110	PFKFB3	5209	NM_001145443.1;NM_004566.3
PFN1_1_011	PFN1	5216	NM_005022.2
PFN4_1_01010	PFN4	375189	NM_199346.1
PGAM1_1_1011100	PGAM1	5223	NM_002629.2
PGAP1_1_10111	PGAP1	80055	NM_024989.3
PGD_1_00111	PGD	5226	NM_002631.2
PGF_1_1010	PGF	5228	NM_001207012.1;NM_002632.5
PGK2_1_0111	PGK2	5232	NM_138733.4
PGLS_1_01011	PGLS	25796	NM_012088.2
PGM1_1_01111	PGM1	5236	NM_001172818.1;NM_001172819.1;NM_002633.2
PGM3_1_10101	PGM3	5238	NM_001199917.1;NM_001199918.1;NM_001199919.1;NM_015599.2
PGM5_1_11011111	PGM5	5239	NM_021965.3
PGP_1_10110	PGP	283871	NM_001042371.2
PGRMC2_1_11111	PGRMC2	10424	NM_006320.4
PHACTR1_1_01101	PHACTR1	221692	NM_001242648.1;NM_030948.2
PHACTR3_1_00111	PHACTR3	116154	NM_001199505.1;NM_001199506.1;NM_080672.3;NM_183244.1;NM_183246.1
PHACTR4_1_010101	PHACTR4	65979	NM_001048183.1;NM_023923.3
PHAX_1_111	PHAX	51808	NM_032177.3
PHB2_1_10110	PHB2	11331	NM_001144831.1;NM_007273.3
PHB_1_11111	PHB	5245	NM_002634.2
PHC3_1_11	PHC3	80012	NM_024947.3
PHF11_1_0011	PHF11	51131	NM_001040443.1;NM_001040444.1
PHF15_1_11101	PHF15	23338	NM_015288.4
PHF17_1_1011	PHF17	79960	NM_024900.3;NM_199320.2
PHF1_1_0011	PHF1	5252	NM_002636.4;NM_024165.2;NR_027692.1
PHF23_1_01111	PHF23	79142	NM_024297.2
PHF3_1_1111	PHF3	23469	NM_015153.2
PHF5A_1_11111	PHF5A	84844	NM_032758.3
PHF6_1_00111	PHF6	84295	NM_001015877.1;NM_032335.3;NM_032458.2
PHKA1_1_101101100	PHKA1	5255	NM_001122670.1;NM_001172436.1;NM_002637.3
PHKB_1_1111	PHKB	5257	NM_000293.2;NM_001031835.2
PHKG1_1_1111	PHKG1	5260	NM_006213.3
PHKG2_1_0101111	PHKG2	5261	NM_000294.2;NM_001172432.1
PHLPP1_1_10101	PHLPP1	23239	NM_194449.3
PHLPP2_1_01111	PHLPP2	23035	NM_015020.2
PHOX2A_1_1010	PHOX2A	401	NM_005169.3
PHPT1_1_111	PHPT1	29085	NM_001135861.1;NM_014172.4
PI4KAP1_1_1011110	PI4KAP1	728233	NR_003563.1
PI4KAP2_1_10111110	PI4KAP2	375133	NR_003700.1;XR_133282.1;XR_133282.1;XR_133282.1
PI4KA_1_010111001110	PI4KA	5297	NM_002650.2;NM_058004.3
PI4KB_1_11101	PI4KB	5298	NM_001198773.1;NM_001198774.1;NM_002651.2;NM_001198775.1;NM_001198775.1
PIAS3_1_10110	PIAS3	10401	NM_006099.3
PIAS4_1_1110	PIAS4	51588	NM_015897.2
PIGK_1_01101	PIGK	10026	NM_005482.2
PIGR_1_111001	PIGR	5284	NM_002644.3
PIGR_2_000110	PIGR	5284	NM_002644.3
PIGX_1_111	PIGX	54965	NM_001166304.1;NM_017861.3
PIK3C2G_1_11101	PIK3C2G	5288	NM_004570.4
PIK3CA_1_1111101	PIK3CA	5290	NM_006218.2
PIK3CB_1_11111001	PIK3CB	5291	NM_001256045.1;NM_006219.2
PIK3CD_1_01100	PIK3CD	5293	NM_005026.3
PIK3CG_1_1011	PIK3CG	5294	NM_002649.2
PIK3R1_1_0101111111	PIK3R1	5295	NM_181523.2;NM_181504.3;NM_001242466.1;NM_181504.3;NM_181524.1;NM_181504.3;NM_181524.1;NM_001242466.1;NM_181504.3;NM_181524.1;NM_001242466.1;NM_181504.3;NM_181524.1;NM_001242466.1;NM_181504.3;NM_181524.1;NM_181504.3;NM_181524.1
PIK3R2_1_11111	PIK3R2	5296	NM_005027.2
PIK3R5_1_10101	PIK3R5	23533	NM_001142633.2;NM_001251851.1;NM_001251852.1;NM_001251853.1;NM_001251855.1;NM_014308.3
PIK3R6_1_01100	PIK3R6	146850	NM_001010855.2
PIM1_1_01110	PIM1	5292	NM_001243186.1;NM_002648.3
PIN1P1_1_11010	PIN1P1	5301	NR_023916.1
PIN1_1_10101	PIN1	5300	NM_006221.3;NR_038422.2;NR_038830.1
PION_1_1100	PION	54103	NM_017439.3
PIP4K2C_1_00111	PIP4K2C	79837	NM_001146258.1;NM_001146259.1;NM_024779.4;NM_001146260.1;NM_001146260.1
PIP5K1C_1_1111	PIP5K1C	23396	NM_012398.2;NM_001195733.1;NM_001195733.1;NM_001195733.1
PIP5KL1_1_10110	PIP5KL1	138429	NM_001135219.1;NM_173492.1
PIR-FIGF_1_01110111	PIR-FIGF	100532742	NR_037859.2
PIR_1_1011	PIR	8544	NM_001018109.2;NM_003662.3
PISD_1_1101	PISD	23761	NM_014338.3
PITPNM1_1_1001	PITPNM1	9600	NM_001130848.1;NM_004910.2
PITRM1_1_10110	PITRM1	10531	NM_001242307.1;NM_001242309.1;NM_014889.3
PITX3_1_10100	PITX3	5309	NM_005029.3
PITX3_2_01011	PITX3	5309	NM_005029.3
PKD2L1_1_10111	PKD2L1	9033	NM_001253837.1;NM_016112.2
PKD2L2_1_1100	PKD2L2	27039	NM_014386.2
PKD2_1_11111	PKD2	5311	NM_000297.3
PKHD1_1_10110	PKHD1	5314	NM_138694.3;NM_170724.2
PKM2_1_0101	PKM2	5315	NM_001206796.1;NM_001206797.1;NM_001206798.1;NM_001206799.1;NM_002654.4;NM_182470.2;NM_182471.2
PKMYT1_1_111	PKMYT1	9088	NM_004203.4;NM_182687.2
PKN1_1_1110	PKN1	5585	NM_002741.3;NM_213560.1
PKN3_1_1101	PKN3	29941	NM_013355.3
PLA2G2A_1_1101	PLA2G2A	5320	NM_000300.3;NM_001161727.1;NM_001161728.1;NM_001161729.1
PLA2G2E_1_10011	PLA2G2E	30814	NM_014589.1
PLA2G2E_2_01100	PLA2G2E	30814	NM_014589.1
PLA2G3_1_00111	PLA2G3	50487	NM_015715.3
PLA2G4B_1_1101	PLA2G4B	100137049	NM_001114633.1
PLA2G4C_1_11110	PLA2G4C	8605	NM_001159322.1;NM_001159323.1;NM_003706.2
PLA2G6_1_0111	PLA2G6	8398	NM_001004426.1;NM_001199562.1;NM_003560.2
PLA2G7_1_1100	PLA2G7	7941	NM_001168357.1;NM_005084.3
PLA2R1_1_0110	PLA2R1	22925	NM_001007267.2;NM_001195641.1;NM_007366.4
PLAG1_1_11111	PLAG1	5324	NM_001114634.1;NM_001114635.1;NM_002655.2
PLAGL1_1_1111	PLAGL1	5325	NM_001080951.1;NM_001080952.1;NM_001080953.1;NM_001080954.1;NM_001080955.1;NM_001080956.1;NM_002656.3;NM_006718.3
PLAGL2_1_11110	PLAGL2	5326	NM_002657.3
PLAU_1_11111	PLAU	5328	NM_001145031.1;NM_002658.3
PLCB2_1_01111	PLCB2	5330	NM_004573.2
PLCB3_1_11111	PLCB3	5331	NM_000932.2;NM_001184883.1
PLCB4_1_0111	PLCB4	5332	NM_000933.3;NM_001172646.1;NM_182797.2
PLCD3_1_01100	PLCD3	113026	NM_133373.3
PLCH1_1_0110	PLCH1	23007	NM_001130960.1;NM_001130961.1;NM_014996.2
PLCZ1_1_00110	PLCZ1	89869	NM_033123.2
PLD2_1_11111	PLD2	5338	NM_001243108.1;NM_002663.4
PLD6_1_1111	PLD6	201164	NM_178836.3
PLEKHA5_1_1100000	PLEKHA5	54477	NM_001143821.2
PLEKHA5_2_0011110	PLEKHA5	54477	NM_001143821.2;NM_001256470.1;NM_001256787.1;NM_019012.5
PLEKHG1_1_01011	PLEKHG1	57480	NM_001029884.1
PLEKHG3_1_1100	PLEKHG3	26030	NM_015549.1
PLIN3_1_0110000	PLIN3	10226	NM_001164189.1;NM_001164194.1;NM_005817.4
PLIN3_2_1000101	PLIN3	10226	NM_001164189.1;NM_001164194.1;NM_005817.4
PLK2_1_1011	PLK2	10769	NM_001252226.1;NM_006622.3
PLK3_1_11101	PLK3	1263	NM_004073.2
PLK4_1_01010	PLK4	10733	NM_001190799.1;NM_001190801.1;NM_014264.4
PLOD1_1_00111	PLOD1	5351	NM_000302.3
PLOD2_1_10111	PLOD2	5352	NM_000935.2;NM_182943.2
PLOD3_1_10101	PLOD3	8985	NM_001084.4
PLRG1_1_00011	PLRG1	5356	NM_001201564.1;NM_002669.3
PLRG1_2_01100	PLRG1	5356	NM_001201564.1;NM_002669.3
PLS3_1_01010	PLS3	5358	NM_001136025.3;NM_001172335.1;NM_005032.5
PLSCR1_1_10111	PLSCR1	5359	NM_021105.2
PLSCR2_1_01011	PLSCR2	57047	NM_001199978.1;NM_001199979.1
PLSCR3_1_01011	PLSCR3	57048	NM_001201576.1;NM_020360.3
PLSCR4_1_1101	PLSCR4	57088	NM_001128304.1;NM_001128305.1;NM_001128306.1;NM_001177304.1;NM_020353.2
PLXNA1_1_0111110111	PLXNA1	5361	NM_032242.3
PLXNA3_1_10101	PLXNA3	55558	NM_017514.3
PLXNA4_1_0111	PLXNA4	91584	NM_001105543.1;NM_020911.1;NM_181775.3
PLXNB1_1_11110	PLXNB1	5364	NM_001130082.1;NM_002673.4
PLXNB2_1_10001	PLXNB2	23654	NM_012401.3
PLXNC1_1_11111	PLXNC1	10154	NM_005761.2;NR_037687.1
PLXND1_1_10011	PLXND1	23129	NM_015103.2
PM20D1_1_1001	PM20D1	148811	NM_152491.4
PM20D1_2_0110	PM20D1	148811	NM_152491.4
PMF1-BGLAP_1_11110011	PMF1-BGLAP	100527963	NM_001199661.1;NM_001199662.1;NM_001199663.1;NM_001199664.1
PMF1_1_111	PMF1	11243	NM_001199653.1;NM_007221.3;NM_001199654.1
PMM1_1_01100	PMM1	5372	NM_002676.2
PMPCA_1_01111	PMPCA	23203	NM_015160.1
PMPCB_1_0110	PMPCB	9512	NM_004279.2
PMS2_1_110100	PMS2	5395	NM_000535.5;NR_003085.2
PMVK_1_1111	PMVK	10654	NM_006556.3
PNLIPRP1_1_11011	PNLIPRP1	5407	NM_006229.2
PNLIP_1_10111	PNLIP	5406	NM_000936.2
PNPLA5_1_10101	PNPLA5	150379	NM_138814.3;NM_001177675.1;NM_001177675.1
PNPLA6_1_10011	PNPLA6	10908	NM_001166111.1;NM_001166112.1;NM_001166113.1;NM_001166114.1;NM_006702.4
PNPLA8_1_11000	PNPLA8	50640	NM_001256007.1;NM_001256008.1;NM_001256009.1;NM_001256010.1;NM_001256011.1;NM_015723.3
PNPLA8_2_00111	PNPLA8	50640	NM_001256007.1;NM_001256008.1;NM_001256010.1;NM_001256011.1;NM_015723.3;NM_001256009.1;NM_001256009.1
PNPT1_1_10100	PNPT1	87178	NM_033109.3
PNP_1_1101	PNP	4860	NM_000270.3
POC1A_1_10111	POC1A	25886	NM_001161580.1;NM_001161581.1;NM_015426.4
POC1B-GALNT4_1_101111	POC1B-GALNT4	100528030	NM_001199781.1;NM_001199782.1;NM_001199782.1;NM_001199782.1
POFUT1_1_111110	POFUT1	23509	NM_015352.1;NM_172236.1
POFUT2_1_1110	POFUT2	23275	NM_015227.4;NM_133635.4;NR_004858.1
POLA1_1_101	POLA1	5422	NM_016937.3
POLA2_1_11001	POLA2	23649	NM_002689.2
POLB_1_1110	POLB	5423	NM_002690.2
POLD1_1_11	POLD1	5424	NM_001256849.1;NM_002691.3;NR_046402.1
POLD4_1_110001	POLD4	57804	NM_001256870.1;NM_021173.4;NR_046411.1;NR_046412.1;NR_046413.1
POLD4_2_001100	POLD4	57804	NM_021173.4;NR_046411.1;NR_046412.1;NR_046413.1;NM_001256870.1
POLDIP3_1_00110	POLDIP3	84271	NM_032311.3;NM_178136.1
POLE2_1_10110	POLE2	5427	NM_001197330.1;NM_001197331.1;NM_002692.3
POLE_1_00101	POLE	5426	NM_006231.2
POLG2_1_01110	POLG2	11232	NM_007215.3
POLL_1_10010	POLL	27343	NM_001174084.1;NM_001174085.1;NM_013274.3;NR_033406.1
POLM_1_111	POLM	27434	NM_013284.2
POLN_1_01011	POLN	353497	NM_181808.2
POLR1B_1_0101	POLR1B	84172	NM_019014.4;NM_001137604.1
POLR1C_1_01100	POLR1C	9533	NM_203290.2
POLR2A_1_1111	POLR2A	5430	NM_000937.4
POLR2B_1_1110	POLR2B	5431	NM_000938.1
POLR2C_1_00110	POLR2C	5432	NM_032940.2
POLR2D_1_01110	POLR2D	5433	NM_004805.3
POLR2D_2_10001	POLR2D	5433	NM_004805.3
POLR2E_1_010011	POLR2E	5434	NM_002695.3
POLR2F_1_01111	POLR2F	5435	NM_021974.3
POLR2G_1_11010	POLR2G	5436	NM_002696.2
POLR2H_1_01111	POLR2H	5437	NM_006232.2
POLR2I_1_00111	POLR2I	5438	NM_006233.4
POLR2I_2_11000	POLR2I	5438	NM_006233.4
POLR2J2_1_11001	POLR2J2	246721	NM_032959.5
POLR2J3_1_110001	POLR2J3	548644	NM_001097615.2
POLR2J4_1_0111111	POLR2J4	84820	NR_003655.2
POLR2J_1_1001100	POLR2J	5439	NM_006234.4
POLR2J_2_0110001	POLR2J	5439	NM_006234.4
POLR2K_1_11100	POLR2K	5440	NM_005034.3
POLR3B_1_01001	POLR3B	55703	NM_001160708.1;NM_018082.5
POLR3G_1_10110	POLR3G	10622	NM_006467.2
POLRMT_1_1011	POLRMT	5442	NM_005035.3
POM121C_1_111	POM121C	100101267	NM_001099415.1
POM121_1_0111	POM121	9883	NM_172020.2
POMC_1_10110	POMC	5443	NM_000939.2;NM_001035256.1
POMGNT1_1_111	POMGNT1	55624	NM_001243766.1;NM_017739.3
PON1_1_01111	PON1	5444	NM_000446.5
PON2_1_01100	PON2	5445	NM_000305.2;NM_001018161.1
POP1_1_11100	POP1	10940	NM_001145860.1;NM_001145861.1;NM_015029.2
POP5_1_10101	POP5	51367	NM_015918.3;NM_198202.1
POP7_1_01101	POP7	10248	NM_005837.2
POR_1_1011	POR	5447	NM_000941.2
POT1_1_1111111	POT1	25913	NM_001042594.1;NM_015450.2;NR_003102.1;NR_003103.1;NR_003104.1
POU1F1_1_111	POU1F1	5449	NM_000306.2;NM_001122757.1
POU2AF1_1_1111	POU2AF1	5450	NM_006235.2
POU2F2_1_11110	POU2F2	5452	NM_001207025.2;NM_001247994.1;NM_002698.4;NM_001207026.1;NM_001207026.1;NM_001207026.1
POU2F3_1_1011	POU2F3	25833	NM_001244682.1;NM_014352.3
POU3F4_1_1100	POU3F4	5456	NM_000307.3
POU4F3_1_10111	POU4F3	5459	NM_002700.2
POU5F1B_1_011	POU5F1B	5462	NM_001159542.1
POU5F1_1_011	POU5F1	5460	NM_001173531.1;NM_002701.4;NM_203289.4
PPA1_1_11111	PPA1	5464	NM_021129.3
PPAN-P2RY11_1_11111	PPAN-P2RY11	692312	NM_001040664.2;NM_001198690.1
PPAP2A_1_0011	PPAP2A	8611	NM_003711.2;NM_176895.1
PPAP2C_1_0101	PPAP2C	8612	NM_003712.2;NM_177526.1;NM_177543.1
PPAP2C_2_1010	PPAP2C	8612	NM_003712.2;NM_177526.1;NM_177543.1
PPAPDC1A_1_0110	PPAPDC1A	196051	NM_001030059.1
PPARD_1_110001	PPARD	5467	NM_177435.2;NM_001171818.1;NM_001171819.1;NM_001171820.1;NM_006238.4
PPARGC1B_1_11010	PPARGC1B	133522	NM_001172698.1;NM_001172699.1;NM_133263.3
PPARG_1_0111	PPARG	5468	NM_005037.5;NM_015869.4;NM_138711.3;NM_138712.3
PPFIA1_1_11110	PPFIA1	8500	NM_003626.3;NM_177423.2;NR_045286.1
PPFIA2_1_11111	PPFIA2	8499	NM_001220473.1;NM_001220474.1;NM_001220475.1;NM_001220476.1;NM_001220477.1;NM_001220478.1;NM_003625.3;NR_038265.1;NM_001220479.1;NM_001220480.1;NM_001220479.1;NM_001220479.1;NM_001220480.1;NM_001220479.1;NM_001220480.1
PPFIA3_1_11100	PPFIA3	8541	NM_003660.2
PPFIBP1_1_10111	PPFIBP1	8496	NM_001198915.1;NM_001198916.1;NM_003622.3;NM_177444.2
PPIAL4A_1_111111010	PPIAL4A	653505	NM_178230.1
PPIAL4B_1_111111010	PPIAL4B	653505	NM_001143883.2
PPIAL4C_1_111111010	PPIAL4C	653598	NM_001135789.2
PPIAL4D_1_11111101	PPIAL4D	645142	NM_001164261.1
PPIAL4E_1_11111101	PPIAL4E	730262	NM_001144032.1
PPIAL4F_1_11111101	PPIAL4F	728945	NM_001164262.1
PPIAL4G_1_11111101	PPIAL4G	644591	NM_001123068.1
PPIA_1_1111101011001110101	PPIA	5478	NM_021130.3
PPID_1_00111	PPID	5481	NM_005038.2
PPIE_1_01111	PPIE	10450	NM_001195007.1;NM_006112.3;NM_203456.2;NR_036543.1;NR_036544.1
PPIH_1_1011	PPIH	10465	NM_006347.3
PPIL1_1_1110	PPIL1	51645	NM_016059.4
PPIL4_1_1100	PPIL4	85313	NM_139126.3
PPM1A_1_11111	PPM1A	5494	NM_021003.4;NM_177952.2;NM_177951.2;NM_177951.2;NM_177951.2
PPM1B_1_011000	PPM1B	5495	NM_177968.2
PPM1D_1_00101	PPM1D	8493	NM_003620.3
PPM1G_1_01110	PPM1G	5496	NM_177983.1
PPM1G_2_10001	PPM1G	5496	NM_177983.1
PPM1M_1_1111	PPM1M	132160	NM_001122870.2;NM_144641.3
PPME1_1_11	PPME1	51400	NM_016147.1
PPP1CA_1_11011	PPP1CA	5499	NM_001008709.1;NM_002708.3;NM_206873.1
PPP1CB_1_1101	PPP1CB	5500	NM_002709.2;NM_206876.1
PPP1R10_1_10011	PPP1R10	5514	NM_002714.2
PPP1R12A_1_11111	PPP1R12A	4659	NM_001143885.1;NM_001143886.1;NM_001244990.1;NM_001244992.1;NM_002480.2
PPP1R12B_1_111001	PPP1R12B	4660	NM_001167857.1;NM_002481.3;NM_001197131.1;NM_032103.2;NM_032104.2;NM_001197131.1;NM_032103.2;NM_032104.2
PPP1R14C_1_11111	PPP1R14C	81706	NM_030949.2
PPP1R15B_1_10111	PPP1R15B	84919	NM_032833.3
PPP1R16A_1_1010	PPP1R16A	84988	NM_032902.5
PPP1R16B_1_111	PPP1R16B	26051	NM_001172735.1;NM_015568.2
PPP1R1A_1_10001	PPP1R1A	5502	NM_006741.3
PPP1R2_1_00111	PPP1R2	5504	NM_006241.4
PPP1R3A_1_11001	PPP1R3A	5506	NM_002711.3
PPP1R3F_1_1001	PPP1R3F	89801	NM_001184745.1;NM_033215.4
PPP1R7_1_11111	PPP1R7	5510	NM_002712.1
PPP1R8_1_11100	PPP1R8	5511	NM_002713.3;NM_014110.4;NM_138558.2
PPP1R9A_1_01111	PPP1R9A	55607	NM_001166160.1;NM_001166161.1;NM_001166162.1;NM_001166163.1;NM_017650.2;NM_001166163.1;NM_017650.2
PPP2CA_1_00101	PPP2CA	5515	NM_002715.2
PPP2R2A_1_01111	PPP2R2A	5520	NM_001177591.1;NM_002717.3
PPP2R2D_1_1101	PPP2R2D	55844	NM_018461.3;NR_033191.1
PPP2R3A_1_11100	PPP2R3A	5523	NM_002718.4;NM_001190447.1;NM_181897.2;NM_001190447.1;NM_181897.2
PPP2R3B_1_111	PPP2R3B	28227	NM_013239.4
PPP2R4_1_1011	PPP2R4	5524	NM_001193397.1;NM_021131.4;NM_178000.2;NM_178001.2;NM_178003.2
PPP2R5A_1_100100	PPP2R5A	5525	NM_001199756.1;NM_006243.3
PPP2R5A_2_011001	PPP2R5A	5525	NM_001199756.1;NM_006243.3
PPP3CA_1_10011	PPP3CA	5530	NM_000944.4;NM_001130691.1;NM_001130692.1
PPP3CB_1_11111	PPP3CB	5532	NM_001142353.1;NM_001142354.1;NM_021132.2
PPP4C_1_0111	PPP4C	5531	NM_002720.1
PPP4R1L_1_1111	PPP4R1L	55370	NR_003505.2
PPP4R1_1_00011	PPP4R1	9989	NM_001042388.1;NM_005134.2
PPP6C_1_01111	PPP6C	5537	NM_001123355.1;NM_001123369.1;NM_002721.4
PPRC1_1_00111	PPRC1	23082	NM_015062.3
PPT1_1_0111	PPT1	5538	NM_000310.3;NM_001142604.1
PPT2-EGFL8_1_101100111	PPT2-EGFL8	100532746	NR_037861.1
PPT2_1_11111	PPT2	9374	NM_001204103.1;NM_005155.6;NM_138717.2
PPTC7_1_00111	PPTC7	160760	NM_139283.1
PPWD1_1_10011	PPWD1	23398	NM_015342.3;NR_046348.1;NR_046349.1;NR_046350.1
PPYR1_1_1001	PPYR1	5540	NM_005972.4
PQBP1_1_01101	PQBP1	10084	NM_001032381.1;NM_001032382.1;NM_001032383.1;NM_001032384.1;NM_001167989.1;NM_001167990.1;NM_001167992.1;NM_005710.2;NM_144495.2
PRB4_1_00011	PRB4	5545	NM_002723.3
PRCC_1_1001	PRCC	5546	NM_005973.4
PRCP_1_01001	PRCP	5547	NM_005040.2;NM_199418.2
PRDM10_1_1011	PRDM10	56980	NM_020228.2;NM_199437.1;NM_199438.1;NM_199439.1
PRDM11_1_1011	PRDM11	56981	NM_001256695.1;NM_001256696.1;NR_046338.1
PRDM12_1_01110	PRDM12	59335	NM_021619.2
PRDM16_1_1010	PRDM16	63976	NM_022114.3;NM_199454.2
PRDM1_1_11011	PRDM1	639	NM_001198.3;NM_182907.2
PRDM2_1_101111	PRDM2	7799	NM_001007257.2;NM_012231.4;NM_015866.4;NM_001135610.1
PRDM4_1_00110	PRDM4	11108	NM_012406.3
PRDM5_1_00011	PRDM5	11107	NM_018699.2
PRDM7_1_11011	PRDM7	11105	NM_052996.2;NM_001098173.1;NM_001098173.1
PRDX1_1_10011	PRDX1	5052	NM_001202431.1;NM_002574.3;NM_181696.2;NM_181697.2
PRDX3_1_1111	PRDX3	10935	NM_006793.2;NM_014098.2
PRDX6_1_00011	PRDX6	9588	NM_004905.2
PREB_1_1101	PREB	10113	NM_013388.4
PREPL_1_01100	PREPL	9581	NM_001042386.2;NM_001171603.1;NM_001171606.1;NM_001171613.1;NM_001171617.1;NM_006036.4;NM_001042385.2
PREX1_1_0111	PREX1	57580	NM_020820.3
PRF1_1_1110	PRF1	5551	NM_001083116.1;NM_005041.4
PRG2_1_00111	PRG2	5553	NM_001243245.1;NM_002728.4
PRG3_1_1010	PRG3	10394	NM_006093.3
PRICKLE1_1_10101	PRICKLE1	144165	NM_001144881.1;NM_001144882.1;NM_001144883.1;NM_153026.2
PRICKLE4_1_1111	PRICKLE4	29964	NM_013397.5
PRKAA1_1_11011	PRKAA1	5562	NM_006251.5;NM_206907.3
PRKAB2_1_1010	PRKAB2	5565	NM_005399.3
PRKACA_1_1101	PRKACA	5566	NM_002730.3;NM_207518.1
PRKACG_1_11	PRKACG	5568	NM_002732.3
PRKAR1A_1_00011	PRKAR1A	5573	NM_002734.3;NM_212471.1;NM_212472.1
PRKAR2A_1_01010	PRKAR2A	5576	NM_004157.2
PRKCE_1_10110	PRKCE	5581	NM_005400.2
PRKCI_1_10101	PRKCI	5584	NM_002740.5
PRKCQ_1_1111	PRKCQ	5588	NM_001242413.1;NM_006257.3
PRKCSH_1_11101	PRKCSH	5589	NM_001001329.1;NM_002743.2
PRKCZ_1_00111001	PRKCZ	5590	NM_001033581.1;NM_001033582.1;NM_001242874.1;NM_002744.4
PRKD1_1_11101	PRKD1	5587	NM_002742.2
PRKD3_1_111	PRKD3	23683	NM_005813.3
PRKDC_1_111	PRKDC	5591	NM_001081640.1;NM_006904.6
PRKG1_1_10111010	PRKG1	5592	NM_001098512.2;NM_006258.3
PRKG2_1_00110	PRKG2	5593	NM_006259.1
PRKRIR_1_01111	PRKRIR	5612	NM_004705.2
PRKX_1_11101101	PRKX	5613	NM_005044.4
PRKY_1_1110	PRKY	5616	NR_028062.1
PRMT1_1_01011	PRMT1	3276	NM_001536.5;NM_198318.4;NR_033397.4;NM_001207042.2;NM_001207042.2
PRMT6_1_1110	PRMT6	55170	NM_018137.2
PROC_1_11111	PROC	5624	NM_000312.3
PRODH_1_0001100	PRODH	5625	NM_001195226.1;NM_016335.4
PRODH_2_0100001	PRODH	5625	NM_001195226.1;NM_016335.4
PROKR2_1_10011	PROKR2	128674	NM_144773.2
PRPF18_1_1111	PRPF18	8559	NM_003675.3
PRPF19_1_11111	PRPF19	27339	NM_014502.4
PRPF31_1_11111	PRPF31	26121	NM_015629.3
PRPF38A_1_1101	PRPF38A	84950	NM_032864.3
PRPF38B_1_01101	PRPF38B	55119	NM_018061.2;NR_037185.1
PRPF3_1_1111	PRPF3	9129	NM_004698.2
PRPF4B_1_10111	PRPF4B	8899	NM_003913.4
PRPF6_1_1001	PRPF6	24148	NM_012469.3
PRPF8_1_0011	PRPF8	10594	NM_006445.3
PRPH2_1_11111	PRPH2	5961	NM_000322.4
PRPSAP1_1_1111	PRPSAP1	5635	NM_002766.2
PRPSAP2_1_11100	PRPSAP2	5636	NM_001243936.1;NM_001243940.1;NM_001243941.1;NM_001243942.1;NM_002767.3
PRPSAP2_2_00011	PRPSAP2	5636	NM_001243936.1;NM_001243941.1;NM_001243942.1;NM_002767.3;NM_001243940.1
PRR11_1_111	PRR11	55771	NM_018304.3
PRR15L_1_11110	PRR15L	79170	NM_024320.2
PRRG4_1_010001	PRRG4	79056	NM_024081.5
PRSS12_1_111	PRSS12	8492	NM_003619.3
PRSS2_1_10110	PRSS2	5645	NM_002770.2
PRSS30P_1_1110	PRSS30P	124221	NR_026864.1
PRSS33_1_1011	PRSS33	260429	NM_152891.2
PRSS35_1_1100	PRSS35	167681	NM_001170423.1;NM_153362.2
PRSS36_1_01111	PRSS36	146547	NM_173502.3
PRSS48_1_11010	PRSS48	345062	NM_183375.2
PRSS55_1_11101	PRSS55	203074	NM_001197020.1;NM_198464.3
PRTN3_1_1111	PRTN3	5657	NM_002777.3
PSAP_1_01101	PSAP	5660	NM_001042465.1;NM_001042466.1;NM_002778.2
PSAT1_1_1111100	PSAT1	29968	NM_021154.3;NM_058179.2
PSEN1_1_11111	PSEN1	5663	NM_000021.3;NM_007318.2
PSEN2_1_1011	PSEN2	5664	NM_000447.2;NM_012486.2
PSIP1_1_00110	PSIP1	11168	NM_001128217.1;NM_021144.3;NM_033222.3
PSKH1_1_11111	PSKH1	5681	NM_006742.2
PSKH2_1_10011	PSKH2	85481	NM_033126.1
PSMA1_1_11111	PSMA1	5682	NM_002786.3;NM_148976.2;NM_001143937.1;NM_001143937.1
PSMA2_1_11111	PSMA2	5683	NM_002787.4
PSMA3_1_1101	PSMA3	5684	NM_002788.3;NM_152132.2;NR_038123.1
PSMA4_1_11111	PSMA4	5685	NM_001102667.1;NM_001102668.1;NM_002789.4
PSMA6_1_11	PSMA6	5687	NM_002791.1
PSMA7_1_1011	PSMA7	5688	NM_002792.2
PSMA8_1_110	PSMA8	143471	NM_001025096.1;NM_001025097.1;NM_144662.2
PSMB1_1_11110	PSMB1	5689	NM_002793.3
PSMB2_1_111111	PSMB2	5690	NM_001199779.1;NM_001199780.1;NM_002794.4
PSMB3_1_1011	PSMB3	5691	NM_002795.2
PSMB5_1_01101	PSMB5	5693	NM_001130725.1;NM_001144932.1;NM_002797.3
PSMB6_1_1110	PSMB6	5694	NM_002798.1
PSMB7_1_1101	PSMB7	5695	NM_002799.2
PSMC1_1_1111	PSMC1	5700	NM_002802.2
PSMC2_1_1101	PSMC2	5701	NM_002803.3
PSMC3_1_10001	PSMC3	5702	NM_002804.4
PSMC4_1_10011	PSMC4	5704	NM_006503.2;NM_153001.1
PSMC5_1_11101	PSMC5	5705	NM_001199163.1;NM_002805.5
